2022 Apr 23 16:46:42 | SpawnPoolWorker-3 | ee9e8c | Time: 0 | Total Job: 4247 | End job: 0 | Running job: 0 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5250000 | Total Job: 4247 | End job: 4128 | Running job: 83 | Pending job: 35
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5280000 | Total Job: 4247 | End job: 4151 | Running job: 68 | Pending job: 28
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5310000 | Total Job: 4247 | End job: 4159 | Running job: 64 | Pending job: 24
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5340000 | Total Job: 4247 | End job: 4167 | Running job: 62 | Pending job: 18
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5370000 | Total Job: 4247 | End job: 4173 | Running job: 62 | Pending job: 12
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5400000 | Total Job: 4247 | End job: 4178 | Running job: 63 | Pending job: 6
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5430000 | Total Job: 4247 | End job: 4179 | Running job: 63 | Pending job: 5
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5460000 | Total Job: 4247 | End job: 4180 | Running job: 63 | Pending job: 4
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5490000 | Total Job: 4247 | End job: 4183 | Running job: 63 | Pending job: 1
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5520000 | Total Job: 4247 | End job: 4185 | Running job: 62 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5550000 | Total Job: 4247 | End job: 4188 | Running job: 59 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5580000 | Total Job: 4247 | End job: 4190 | Running job: 57 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5610000 | Total Job: 4247 | End job: 4191 | Running job: 56 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5640000 | Total Job: 4247 | End job: 4192 | Running job: 55 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5670000 | Total Job: 4247 | End job: 4192 | Running job: 55 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5700000 | Total Job: 4247 | End job: 4194 | Running job: 53 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5730000 | Total Job: 4247 | End job: 4195 | Running job: 52 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5760000 | Total Job: 4247 | End job: 4196 | Running job: 51 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5790000 | Total Job: 4247 | End job: 4199 | Running job: 48 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5820000 | Total Job: 4247 | End job: 4202 | Running job: 45 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5850000 | Total Job: 4247 | End job: 4205 | Running job: 42 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5880000 | Total Job: 4247 | End job: 4208 | Running job: 39 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5910000 | Total Job: 4247 | End job: 4209 | Running job: 38 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5940000 | Total Job: 4247 | End job: 4211 | Running job: 36 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 5970000 | Total Job: 4247 | End job: 4212 | Running job: 35 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6000000 | Total Job: 4247 | End job: 4215 | Running job: 32 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6030000 | Total Job: 4247 | End job: 4218 | Running job: 29 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6060000 | Total Job: 4247 | End job: 4219 | Running job: 28 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6090000 | Total Job: 4247 | End job: 4219 | Running job: 28 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6120000 | Total Job: 4247 | End job: 4219 | Running job: 28 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6150000 | Total Job: 4247 | End job: 4220 | Running job: 27 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6180000 | Total Job: 4247 | End job: 4222 | Running job: 25 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6210000 | Total Job: 4247 | End job: 4225 | Running job: 22 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6240000 | Total Job: 4247 | End job: 4225 | Running job: 22 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6270000 | Total Job: 4247 | End job: 4225 | Running job: 22 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6300000 | Total Job: 4247 | End job: 4225 | Running job: 22 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6330000 | Total Job: 4247 | End job: 4226 | Running job: 21 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6360000 | Total Job: 4247 | End job: 4234 | Running job: 13 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6390000 | Total Job: 4247 | End job: 4237 | Running job: 10 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6420000 | Total Job: 4247 | End job: 4238 | Running job: 9 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6450000 | Total Job: 4247 | End job: 4243 | Running job: 4 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6480000 | Total Job: 4247 | End job: 4245 | Running job: 2 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Time: 6510000 | Total Job: 4247 | End job: 4245 | Running job: 2 | Pending job: 0
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | ee9e8c | Average JCT: 136786.64 | Average Queue: 20912.7
2022 Apr 23 16:47:12 | SpawnPoolWorker-3 | Finish ee9e8c
