2022 Apr 23 16:17:18 | SpawnPoolWorker-4 | 6c71a0 | Time: 0 | Total Job: 13762 | End job: 0 | Running job: 0 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5160000 | Total Job: 13762 | End job: 13656 | Running job: 43 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5190000 | Total Job: 13762 | End job: 13687 | Running job: 46 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5220000 | Total Job: 13762 | End job: 13704 | Running job: 49 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5250000 | Total Job: 13762 | End job: 13707 | Running job: 50 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5280000 | Total Job: 13762 | End job: 13711 | Running job: 51 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5310000 | Total Job: 13762 | End job: 13715 | Running job: 47 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5340000 | Total Job: 13762 | End job: 13724 | Running job: 38 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5370000 | Total Job: 13762 | End job: 13726 | Running job: 36 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5400000 | Total Job: 13762 | End job: 13727 | Running job: 35 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5430000 | Total Job: 13762 | End job: 13730 | Running job: 32 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5460000 | Total Job: 13762 | End job: 13731 | Running job: 31 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5490000 | Total Job: 13762 | End job: 13733 | Running job: 29 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5520000 | Total Job: 13762 | End job: 13737 | Running job: 25 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5550000 | Total Job: 13762 | End job: 13738 | Running job: 24 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5580000 | Total Job: 13762 | End job: 13738 | Running job: 24 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5610000 | Total Job: 13762 | End job: 13739 | Running job: 23 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5640000 | Total Job: 13762 | End job: 13746 | Running job: 16 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5670000 | Total Job: 13762 | End job: 13746 | Running job: 16 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5700000 | Total Job: 13762 | End job: 13748 | Running job: 14 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5730000 | Total Job: 13762 | End job: 13749 | Running job: 13 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5760000 | Total Job: 13762 | End job: 13749 | Running job: 13 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5790000 | Total Job: 13762 | End job: 13749 | Running job: 13 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5820000 | Total Job: 13762 | End job: 13750 | Running job: 12 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5850000 | Total Job: 13762 | End job: 13753 | Running job: 9 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5880000 | Total Job: 13762 | End job: 13753 | Running job: 9 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5910000 | Total Job: 13762 | End job: 13753 | Running job: 9 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5940000 | Total Job: 13762 | End job: 13755 | Running job: 7 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 5970000 | Total Job: 13762 | End job: 13755 | Running job: 7 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6000000 | Total Job: 13762 | End job: 13755 | Running job: 7 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6030000 | Total Job: 13762 | End job: 13756 | Running job: 6 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6060000 | Total Job: 13762 | End job: 13756 | Running job: 6 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6090000 | Total Job: 13762 | End job: 13757 | Running job: 5 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6120000 | Total Job: 13762 | End job: 13758 | Running job: 4 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6150000 | Total Job: 13762 | End job: 13759 | Running job: 3 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6180000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6210000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6240000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6270000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6300000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6330000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6360000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6390000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6420000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Time: 6450000 | Total Job: 13762 | End job: 13761 | Running job: 1 | Pending job: 0
2022 Apr 23 16:18:35 | SpawnPoolWorker-4 | 6c71a0 | Average JCT: 31083.87 | Average Queue: 215.79
2022 Apr 23 16:18:36 | SpawnPoolWorker-4 | Finish 6c71a0
